"NUTS3","Live_in","Sex","Age","Edu","Children","Garden_size","Pond","G_experience","Garden_type","Garea_Vege","Garea_Herb","Garea_Frui","Garea_Grap","Garea_Orna","Garea_Egree","Garea_Lawn","Garea_Undis","Habi_Beau","Habi_Cons","Habi_Mone","Habi_Produ","Moti_Pastime","Knowledge_Plant","Knowledge_Bird","Knowledge_Insect","Mowing","Unmowpatch","Plat_Oplants","Get_Seeds_Plants","Fertiliser","Herbic","Growing","Pesticide","Observing_polli","Support_Polli","Polli_Friendly","Biodiw_Network","NOMowMay","Information","ID"
"HU323","Countryside","Female","Over 55","High",0,"Medium",1,"Middle","Kitchen garden",1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Markets or producers/growers;Supermarkets;Webshops","I use compost",0,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Yes","Did not joint","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_94"
"HU120","Town","Female","Under 36","Middle",0,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops;I get them from friends","I use animal manure",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_95"
"HU232","Countryside","Male","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use synthetic fertilizer;I use compost",1,"Only for own use","Eco/Bio/Green labelled pesticides","Bumblebees;Honeybees;Ants;Hoverflies;Beetles","Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with professional gardeners/agronomists;TV, radio;Other","ID_96"
"HU221","City","Female","36-55","High",1,"Small",0,"Newly","House garden",1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Webshops;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Hoverflies;Other flies","Creating/preserving natural habitats;Providing food sources",0,"Maybe","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;TV, radio","ID_98"
"HU322","Countryside","Female","36-55","Middle",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Very often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;Water sources",1,"Maybe","Did not heard about it","Internet;Social media platforms;Other","ID_99"
"HU221","Countryside","Female","36-55","High",1,"Small",0,"Middle","House garden",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,"Often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Conventional pesticides/synthetic pesticides","Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Maybe","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners","ID_100"
"HU222","Countryside","Female","Under 36","High",1,"Medium",0,"Newly","Kitchen garden",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,"Very often",1,1,"I collect the seeds from my garden;Markets or producers/growers;Supermarkets;Webshops","I use animal manure;I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;TV, radio","ID_101"
"HU120","Countryside","Female","Over 55","Middle",0,"Small",0,"Long ago","Kitchen garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Very often",0,1,"I collect the seeds from my garden;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_102"
"HU231","City","Female","Over 55","High",0,"Small",0,"Long ago","Kitchen garden",1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,"Very often",0,1,"I collect the seeds from my garden;Supermarkets","I use animal manure",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","I do not support them actively",1,"Yes","Did not heard about it","Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_103"
"HU120","City","Male","Under 36","High",1,"Small",1,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_104"
"HU120","Town","Female","36-55","High",1,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"Often",1,0,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;Collecting in nature abroad;Supermarkets;Webshops;I get them from friends","I do not fertilize",0,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;Water sources",1,"Yes","Did not joint","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_105"
"HU223","Countryside","Female","Under 36","High",0,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Often",0,1,"I collect the seeds from my garden;Markets or producers/growers;Supermarkets","I use animal manure;I use compost",0,"Both for own use and sale","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet","ID_106"
"HU312","Countryside","Female","36-55","Middle",0,"Large",0,"Middle","Kitchen garden",1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,"Often",0,1,"I collect the seeds from my garden;Supermarkets;Webshops","I use synthetic fertilizer;I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Providing food sources",1,"Maybe","Did not heard about it","Internet;Social media platforms","ID_107"
"HU221","Countryside","Male","36-55","High",0,"Large",0,"Newly","Orchard",1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,"Often",1,0,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;TV, radio","ID_108"
"HU120","City","Female","36-55","Middle",1,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Webshops","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms","ID_109"
"HU212","Countryside","Male","36-55","High",0,"Large",0,"Long ago","House garden",1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,"Very often",0,1,"I collect the seeds from my garden;Markets or producers/growers;Webshops;I get them from friends","I use animal manure;I use compost",1,"Both for own use and sale","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Beetles","Providing food sources;Water sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Other","ID_110"
"HU311","Town","Male","Over 55","Middle",0,"Medium",0,"Long ago","Kitchen garden",1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,"Often",1,1,"I collect the seeds from my garden;Markets or producers/growers","I use synthetic fertilizer;I use animal manure",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Maybe","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_111"
"HU221","Countryside","Female","36-55","High",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;Supermarkets;Webshops;I get them from friends","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;TV, radio","ID_112"
"HU120","Countryside","Female","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange;Markets or producers/growers","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Maybe","Jointed","Internet;Social media platforms;Self-training groups","ID_113"
"HU333","Countryside","Female","Under 36","High",0,"Large",1,"Newly","Kitchen garden",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Webshops;I get them from friends;I get them from people who I do not know","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups","ID_114"
"HU311","City","Female","36-55","Middle",1,"Large",0,"Long ago","House garden",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,"Often",0,1,"I collect the seeds from my garden;Seed exchange;Collecting in nature in my country","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Ants;Hoverflies;Beetles","Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_115"
"HU120","City","Female","Under 36","Middle",0,"Small",0,"Newly","House garden",0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use synthetic fertilizer;I use compost",1,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_116"
"HU233","City","Female","Under 36","High",1,"Small",0,"Newly","Kitchen garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,"Often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_117"
"HU120","Town","Female","36-55","Middle",1,"Medium",0,"Long ago","Kitchen garden",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","I do not support them actively",1,"Maybe","Did not joint","Gardening journals/magazines, books;Internet;Social media platforms","ID_118"
"HU120","City","Female","36-55","High",1,"Large",1,"Long ago","Flower garden",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,"Very often",0,1,"Supermarkets;Webshops","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Beetles","Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not joint","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with professional gardeners/agronomists;TV, radio;Other","ID_119"
"HU120","Town","Female","36-55","High",1,"Medium",0,"Long ago","Kitchen garden",1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","I do not support them actively",1,"Yes","Did not heard about it","Internet","ID_120"
"HU212","Town","Male","Under 36","Middle",1,"Large",0,"Long ago","Kitchen garden",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I use synthetic fertilizer;I use animal manure;I use compost",1,"Only for own use","Conventional pesticides/synthetic pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;TV, radio","ID_121"
"HU212","City","Male","Under 36","High",0,"Small",0,"Middle","Kitchen garden",1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,"Rarely",0,1,"I collect the seeds from my garden;Markets or producers/growers;Supermarkets;Webshops","I use compost",0,"Only for own use","No","Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies","Creating/preserving natural habitats;Creating artificial habitats;Water sources",1,"Yes","Did not heard about it","Internet;Other","ID_122"
"HU213","Town","Female","36-55","Middle",1,"Medium",0,"Middle","House garden",1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Markets or producers/growers;Collecting in nature in my country;I get them from friends","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources",1,"Yes","Did not heard about it","Internet;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_123"
"HU212","Countryside","Female","Over 55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,"Often",1,1,"I collect the seeds from my garden;Webshops","I use animal manure",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Maybe","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners","ID_124"
"HU120","Town","Male","Under 36","High",1,"Medium",0,"Long ago","House garden",1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,"Rarely",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I do not fertilize",0,"I do not grown plants for consumption and/or sale","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Consulting with professional gardeners/agronomists","ID_125"
"HU120","Countryside","Male","Over 55","High",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops","I use synthetic fertilizer;I use animal manure;I use compost",0,"Both for own use and sale","Conventional pesticides/synthetic pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies","Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms","ID_126"
"HU120","Town","Female","36-55","Middle",1,"Medium",1,"Long ago","House garden",1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,"Rarely",0,1,"Supermarkets","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Water sources;I do not support them actively",1,"Yes","Did not joint","Internet;Social media platforms","ID_127"
"HU313","Countryside","Female","36-55","High",1,"Small",0,"Newly","Kitchen garden",1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,"Rarely",1,1,"I collect the seeds from my garden;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats",1,"Yes","Did not heard about it","Internet","ID_128"
"HU311","City","Female","36-55","High",0,"Medium",0,"Newly","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops;I get them from friends","I use animal manure",0,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_129"
"HU120","Town","Female","36-55","High",1,"Medium",0,"Newly","House garden",1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,"Rarely",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Other flies","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Internet;Social media platforms;Consulting with other garden owners","ID_130"
"HU211","Countryside","Female","Over 55","Middle",0,"Medium",0,"Newly","House garden",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms","ID_131"
"HU333","Countryside","Male","36-55","High",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Rarely",1,1,"I collect the seeds from my garden;Seed exchange","I use compost",0,"Both for own use and sale","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Consulting with professional gardeners/agronomists;Other","ID_132"
"HU120","Town","Female","36-55","High",1,"Large",0,"Newly","Kitchen garden",0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;I get them from friends","I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners","ID_133"
"HU120","City","Female","36-55","Middle",1,"Large",1,"Middle","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,"Often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Webshops","I use animal manure;I use compost",1,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet","ID_134"
"HU212","Countryside","Female","Under 36","Middle",0,"Large",0,"Newly","House garden",1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,"Often",0,1,"Seed exchange;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_135"
"HU120","City","Female","Under 36","High",0,"Large",0,"Long ago","Kitchen garden",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;I get them from friends;I get them from people who I do not know","I do not fertilize",1,"Only for own use","No","Butterflies;Bumblebees;Ants;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet;TV, radio","ID_136"
"HU120","Countryside","Female","36-55","Middle",0,"Small",0,"Long ago","House garden",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,"Rarely",1,1,"Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources",1,"Maybe","Jointed","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_137"
"HU120","Countryside","Male","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Very often",0,0,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;Collecting in nature abroad;Supermarkets;Webshops;I get them from friends","I use animal manure;I use compost",0,"Both for own use and sale","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_138"
"HU120","Countryside","Male","36-55","High",0,"Large",1,"Long ago","Flower garden",0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"Never",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;Supermarkets;I get them from friends","I do not fertilize",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources",1,"Yes","Did not heard about it","Internet;Consulting with other garden owners","ID_139"
"HU313","Countryside","Male","36-55","High",0,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"Often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Beetles","Creating/preserving natural habitats",1,"Maybe","Jointed","Internet;Social media platforms;Other","ID_140"
"HU323","Countryside","Male","Under 36","High",0,"Large",1,"Newly","Orchard",1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,"Very often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I do not fertilize",1,"Both for own use and sale","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio;Other","ID_141"
"HU223","City","Female","Over 55","Middle",0,"Large",0,"Long ago","Orchard",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Markets or producers/growers;Webshops;I get them from friends","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_142"
